Id,Name,Number of employees,Annual revenue,Website,Phone,Display phone,Address,City,State,Zipcode,Country,Facebook,Twitter,LinkedIn,Last contacted time,Last contacted mode,Last contacted via chat,Last activity type,Last activity date,Recent note,Industry type,Business type,Territory,Column1,Created at,Updated at,Active sales sequences,Completed sales sequences,Last assigned at,Column2,Column3,Column4,Owner id,Owner,Created by id,Created by,Updated by id,Updated by,Import ID,Inside Sales Collaboration,To be deleted,Cloud Provider,Hosting Provider,Renewal month,Email Renewal Date,Present Email Service Provider,Cloud Billing Frequency,Segment,Microsoft Agreement,Account Type,Tags
2002446510,Madhusudan Auto Limited,51-200,,www.bestgroup.co.in/contact-us.aspx,'+91-124-4841900',,"38km Stone, Delhi Jaipur Highway, Behrampura Road, Village Khandsa, Behrampura Road, ",Gurugram,Haryana ,122001,India,,,,2024-02-03 06:01:18 UTC,Outgoing email,,Email,2024-02-03 06:01:18 UTC,"These are group of companies like:
1. Bestgroup
2. Best Koki Automotive Pvt. Ltd.
3. Madhusudan Auto Limited
4. Bestec
etc.
Had a word with Prashant, he said that he has left the organization way back. Most of the IT team members have left. He has no idea about the current person here. ",Manufacturing,Customer,,,2017-08-28 11:05:35 UTC,2023-09-14 10:48:40 UTC,March 2021 - All Contacts,;;New Sequence;;;;;;;Compassionate - Active Contacts;;;;;;;;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;;;Leads- Outreach June 2022,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Others,,,,,
2002449247,Advanced Technology Consulting Services Pvt Ltd (ATCS),Nov-50,,www.atcs.com,,,"702, 7th Floor SDC Vinay, 38-39 Mauji Colony, Malviya Nagar Jaipur, Rajasthan 302017 India",Jaipur,Rajasthan,302017,,,,,2024-02-03 06:00:40 UTC,Email opened by recipient,,Email,2024-02-03 06:00:40 UTC,,Technology,,,,2017-08-29 06:18:10 UTC,2024-02-09 06:28:56 UTC,;March 2021 - Contacts,;;New Sequence;;;;;Compassionate - Active Contacts;Zoom vs Teams;;;;;;;;;;;;;;;;;;;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-09 06:28:57 UTC,,,,2000031227,,2000031235,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,SMB - Commercial,,,Workflow Automation - mailer;Exisitng Customer
2002449500,YS Communications Pvt. Ltd.,Nov-50,,yscommunications.net/contact-us.html,,,"Plot No. 29, 30, 31 ,Trimulgherry X Road,- ",Secunderabad ,Andhra Pradesh,500015,India,,,,2020-02-24 05:35:12 UTC,Email opened by recipient,,Email,2020-02-24 05:35:12 UTC,,Telecommunications,Prospect,,,2017-08-29 09:58:54 UTC,2023-11-09 06:28:02 UTC,;March 2021 - All Contacts,;Compassionate - Active Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Others,,,,,
2002449741,Smartlink Network Systems Ltd,,,smartlink.co.in,'+91-22-30616666',,"Smartlink House, Plot # 5, Kurla-Bandra Complex Road, Off CST Road, Santacruz(East)",Mumbai,Maharashtra,400098,India,,,,2024-02-02 06:39:51 UTC,Outgoing email,,Email,2024-02-02 06:39:51 UTC,they have told that they do not have any requirement at the moment,Other,Prospect,,,2017-08-29 12:15:42 UTC,2023-08-19 07:54:34 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-08-19 07:54:35 UTC,,,,2000077892,Manish Gupta,2000033151,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002454702,Antara Purukul Senior Living Ltd.,51-200,,antaraseniorliving.com,,,"No. 2, Purukul Road, Guniyal Gaon, ","Dehradun, ",Uttarakhand ,248001,India,,,,2020-06-07 05:35:31 UTC,Outgoing email,,Email,2020-06-07 05:35:31 UTC,"CSP add by Akshit, and also complimentry support for 30 days.",,Customer,,,2017-08-30 07:08:57 UTC,2023-09-04 06:34:29 UTC,;March 2021 - All Contacts,Compassionate - Active Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-09-04 06:34:30 UTC,,,,2000069069,,2000031252,,2000077892,Manish Gupta,,,,,,August,2022-07-31 18:30:00 UTC,Microsoft Office 365,,,,,Mohit August 2021;Compassionate Referral March 2021
2002454713,Gopal Group,51-200,,gopalcorp.com/contactus.html,,,Wazirpur Industrial Area ,New Delhi,,,,,,,2024-02-01 05:29:38 UTC,Email opened by recipient,,Email,2024-02-01 05:29:38 UTC,Revision- 46 Business .lost the deal.customer donyt want to change the partner.,Consumer Products,Prospect,,,2017-08-30 07:20:47 UTC,2024-02-21 09:01:14 UTC,,New Sequence;;;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;;;Leads- Outreach June 2022,2023-08-19 08:06:43 UTC,,,,2000077892,Manish Gupta,2000031235,,2000074157,,,,,,,,,Google,,SMB - Commercial,,,
2002470512,Nexsales Solutions,51-200,,www.nexsales.com,,,,,,,,,,,2024-02-01 05:25:35 UTC,Outgoing email,,Email,2024-02-01 05:25:35 UTC,Number not in use . Shared the company profile .,Consulting,Prospect,,,2017-08-31 06:07:25 UTC,2023-11-27 08:50:52 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:33 UTC,,,,2000079865,,2000031235,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002470591,foetron,,,,,,,,,,,,,,,,,,,,,,,,2017-08-31 07:29:45 UTC,2023-08-19 07:55:53 UTC,,,2023-08-19 07:55:54 UTC,,,,2000077892,Manish Gupta,2000033151,,2000077892,Manish Gupta,,,,,,,,,,,,,
2002473791,Streamline Healthcare Solutions Pvt Ltd,51-200,,www.streamlinehealthcare.com/about-us/contact-us/,,,"Product Innovation Center  T5-T8, 3rd Fl., Alpha Block, Sigma Soft Tech Park ",,,,India,,,,2024-01-16 08:06:25 UTC,Email opened by recipient,,Email,2024-01-16 08:06:25 UTC,"Given number not in use , company profile shared .",Computer,Prospect,,,2017-09-01 05:53:48 UTC,2023-11-27 09:19:16 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:34 UTC,,,,2000079865,,2000031235,,0,,,,,,,,2017-10-17 18:30:00 UTC,Google,,,,,
2002474197,MAIT,Nov-50,,mait.com/contact-us.html,,,"PSP Area, Plot No. 1, Sector-22, Rohini, Delhi-110086 INDIA.",Delhi,Delhi,110016,India,,,,2024-02-03 06:00:44 UTC,Outgoing email,,Email,2024-02-03 06:00:44 UTC,Not Answering.,Other,,,,2017-09-01 09:48:40 UTC,2024-02-23 12:55:38 UTC,;March 2021 - Contacts,;;New Sequence;;;;;;;;Compassionate - Active Contacts;Zoom vs Teams;;;;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;;;Leads- Outreach June 2022,2023-09-22 09:05:29 UTC,,,,2000069069,,2000031235,,2000069069,,,,,,,,2018-05-09 18:30:00 UTC,Microsoft Office 365,,,,,
2002474458,FoodWorld Supermarkets Ltd.,,,www.food-world.in/contact/,'+91-80-39880707',,"No. 740, Eswari Industrial Estate Gate No. 2, Hulimavu, Bannerghatta Road,",Bangalore ,Karnataka,560076,India,,,,2019-06-08 06:08:41 UTC,Outgoing email,,Email,2019-06-08 06:08:41 UTC,"Mr. Vimal said that there are few more licenses to be purchased. So, he will confirm the quantities in the next week and then we have to share with him the final proposal. Have to call him on Monday (6th November 2017).",,Prospect,,,2017-09-01 12:36:08 UTC,2023-11-09 06:25:34 UTC,;March 2021 - All Contacts,Compassionate - Active Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Rediff,,,,,
2002478739,Creative Travel Pvt. Ltd.,201-500,,www.creative.travel/contacts/,1244567777,,"283, Udyog Vihar, Phase-II,",Gurugram,Haryana ,122016,India,,,,2024-02-03 05:59:59 UTC,Email opened by recipient,,Email,2024-02-03 05:59:59 UTC,We have shared our commercial offer with the customer for extension and it is on the follow-up stage.,Hospitality,Customer,,,2017-09-02 04:56:15 UTC,2024-02-18 14:14:45 UTC,;,;;New Sequence;;;;;;;;Compassionate - Active Contacts;Compassionate - Delhi NCR without Mobile Number;Zoom vs Teams;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-12-22 06:01:24 UTC,,,,2000031227,,2000031227,,0,,,,,,,,2017-12-22 18:30:00 UTC,Microsoft Office 365,,SMB - Commercial,,,
2002478762,Big Blue Banyan India Pvt. Ltd.,Nov-50,,www.bigbluebanyan.com,,,"Site No 19 & 18, Kothanur V, K R Pura Hobli, ",Bangalore ,Karnataka,560077,India,,,,2024-02-01 05:29:31 UTC,Email opened by recipient,,Email,2024-02-01 05:29:31 UTC,,Other,Customer,,,2017-09-02 06:39:36 UTC,2024-02-09 06:36:47 UTC,,;Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-09 06:36:48 UTC,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,2017-10-15 18:30:00 UTC,Microsoft Office 365,,,,,Exisitng Customer
2002478777,Watrana Traction Company,Nov-50,,www.forkliftspares.com,,,,,,,,,,,2024-02-01 05:29:49 UTC,Outgoing email,,Email,2024-02-01 05:29:49 UTC,,Automotive,Prospect,,,2017-09-02 07:30:12 UTC,2023-12-21 09:44:34 UTC,March 2021 - Contacts,;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-12-21 09:44:35 UTC,,,,2000031227,,2000031235,,2000077892,Manish Gupta,,,,,,,2017-10-09 18:30:00 UTC,Rediff,,,,,
2002478793,Hans Infomatic Pvt Ltd.,Nov-50,,www.hansinfomatic.com/pages/index.htm,,,,,,,,,,,2024-02-01 05:29:50 UTC,Outgoing email,,Email,2024-02-01 05:29:50 UTC,Call not answered.,Other,Prospect,,,2017-09-02 08:04:47 UTC,2023-11-23 10:10:39 UTC,March 2021 - Contacts,;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:34 UTC,,,,2000079865,,2000031235,,2000077892,Manish Gupta,,,,,,,2017-10-29 18:30:00 UTC,Others,,,,,
2002489788,Global Product Compliance Consultancy Services (PCCS),Nov-50,,www.globalpccs.com,'+91-9740000662',,"Product Compliance Consultancy Services #33, 13th Cross, Sai Plaza 3rd Floor, Malagala Service Road, Nagarbhavi Ring Road,",Bangalore,Karnataka,560091,India,,,,2024-02-01 05:25:38 UTC,Email opened by recipient,,Email,2024-02-01 05:25:38 UTC,Not Answering.,Computer,Prospect,,,2017-09-04 04:56:55 UTC,2024-03-01 11:23:37 UTC,,Compassionate - Active Contacts;;;;;;;March 2021 - All Contacts;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;,2024-02-22 05:59:42 UTC,,,,2000069069,,2000031235,,2000069069,,,,,,,,,Microsoft Office 365,,,,,
2002494639,The Hindu,,,,,,,,,,,,,,2024-02-02 06:40:19 UTC,Outgoing email,,Email,2024-02-02 06:40:19 UTC,Company profile shared. Not able to connect,,,,,2017-09-04 12:00:46 UTC,2023-11-28 09:43:23 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:34 UTC,,,,2000079865,,2000031235,,2000077892,Manish Gupta,,,,,,,,,,,,,
2002503808,Maratha Oil Refinery,,,,,,"E/41, Mayoor 3RD Floor, Mtnl College Lane, Dadar (West)",Mumbai,Maharashtra,400028,India,,,,,,,,,Trying to find the new names.,Biotechnology,Customer,,,2017-09-06 06:48:51 UTC,2024-02-16 05:08:27 UTC,,,2024-02-09 06:33:49 UTC,,,,2000079865,,2000031235,,2000079865,,,,,,,,,,,,,,
